Tick Block StakeCount0 TotalStakeQspWei0 totalStakers0 DepositQspWei0 PoolState0 PoolSizeQspWei0 MinStakeStartBlock0 ActionOfAgent0 WithdrawInterestAgent0 PoolId ActionOfAgent1 WithdrawInterestAgent1 PoolId ActionOfAgent2 WithdrawInterestAgent2 PoolId ActionOfAgent3 WithdrawInterestAgent3 PoolId ActionOfAgent4 WithdrawInterestAgent4 PoolId Method0 Amount0 PoolId0 Error0 Method1 Amount1 PoolId1 Error1 Method2 Amount2 PoolId2 Error2 Method3 Amount3 PoolId3 Error3 Method4 Amount4 PoolId4 Error4 RewardAgent0 BalanceAgent0 RewardAgent1 BalanceAgent1 RewardAgent2 BalanceAgent2 RewardAgent3 BalanceAgent3 RewardAgent4 BalanceAgent4
150 26995 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
151 27000 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
152 27005 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
153 27010 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
154 27015 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
155 27020 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
156 27025 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
157 27030 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
158 27035 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
159 27040 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
160 27045 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
161 27050 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
162 27055 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
163 27060 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
164 27065 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
165 27070 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
166 27075 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
167 27080 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
168 27085 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
169 27090 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
170 27095 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
171 27100 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
172 27105 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
173 27110 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
174 27115 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
175 27120 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
176 27125 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
177 27130 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
178 27135 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
179 27140 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
180 27145 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
181 27150 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
182 27155 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
183 27160 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
184 27165 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
185 27170 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
186 27175 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
187 27180 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
188 27185 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
189 27190 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
190 27195 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
191 27200 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
192 27205 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
193 27210 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
194 27215 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
195 27220 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
196 27225 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
197 27230 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
198 27235 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
199 27240 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
200 27245 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
201 27250 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
202 27255 1 0 2 0 6 0 26031 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 0 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 undefined 0 -1 1 0 2.002e+21 0 1.693e+21 0 1.379e+21 0 1.684e+21 0 1.467e+21
